date,observation_time,temperature,weather_code,weather_descriptions,wind_speed,wind_degree,wind_dir,pressure,precip,humidity,cloudcover,feelslike,uv_index,visibility,is_day,location
26-08-2021,08:04 PM,,143,Haze,9,220,SW,1000,0,75,50,,1,4,no,Delhi
26-08-2021,08:04 PM,,143,Haze,0,0,N,1001,0,94,75,,1,,no,Kolkata
26-08-2021,08:04 PM,,116,Partly cloudy,3,309,NW,1002,0,71,46,,1,,no,Visakhapatnam
26-08-2021,08:04 PM,,116,Partly cloudy,5,237,WSW,1010,0,90,49,,1,,no,Ooty
26-08-2021,08:04 PM,,143,Haze,11,240,WSW,1002,0,66,50,,1,,no,Jaipur
26-08-2021,08:04 PM,,116,Partly cloudy,,256,WSW,1008,0,90,46,,1,,no,Mysore
26-08-2021,08:04 PM,,386,"Thunderstorm, Light Rain With Thunderstorm",,270,W,1005,0.1,,75,,1,,no,Chennai
26-08-2021,08:04 PM,,122,Overcast,,0,N,1006,0.1,,100,,1,,no,Mangalore
26-08-2021,08:04 PM,,143,Haze,,260,W,1002,0,,50,,1,,no,Ahmedabad
26-08-2021,08:04 PM,,176,Patchy rain possible,,190,S,1005,0.2,,89,,1,,no,Chittor
26-08-2021,08:04 PM,,143,Haze,,0,N,1005,0,,50,,1,4,no,Nagpur
26-08-2021,08:41 PM,,122,Overcast,,290,WNW,1011,0.2,,,,1,6,no,Bangalore
26-08-2021,08:41 PM,,353,Light rain shower,,152,SSE,1005,1.3,,,,1,10,no,Vellore
26-08-2021,08:41 PM,,143,Haze,,150,SSE,1004,0.2,,,,1,3,no,Mumbai
26-08-2021,08:41 PM,,143,Haze,,210,SSW,1000,0,,,,1,4,no,Delhi
26-08-2021,08:41 PM,,143,Haze,,0,N,1001,0,,,,1,3,no,Kolkata
26-08-2021,08:41 PM,,116,Partly cloudy,,309,NW,1002,0,,,,1,10,no,Visakhapatnam
26-08-2021,08:41 PM,,116,Partly cloudy,,237,WSW,1010,0,,,,1,10,no,Ooty
26-08-2021,08:41 PM,,143,Haze,11,240,WSW,1002,0,,50,,1,3,no,Jaipur
26-08-2021,08:41 PM,,116,Partly cloudy,15,256,WSW,1008,0,90,46,,1,10,no,Mysore
26-08-2021,08:42 PM,,386,"Light Rain With Thunderstorm, Rain With Thunderstorm",28,260,W,1005,0.1,84,75,,1,3,no,Chennai
26-08-2021,08:42 PM,,122,Overcast,0,0,N,1006,0.1,94,100,28,1,6,no,Mangalore
26-08-2021,08:42 PM,,143,Haze,15,260,W,1001,0,74,50,30,1,4,no,Ahmedabad
26-08-2021,08:42 PM,,176,Patchy rain possible,6,190,S,1005,0.2,76,89,28,1,9,no,Chittor
26-08-2021,08:42 PM,,143,Haze,6,320,NW,1004,0,94,50,28,1,4,no,Nagpur
26-08-2021,09:16 PM,,302,Rain,22,270,W,1011,0.2,88,100,25,1,3,no,Bangalore
26-08-2021,09:16 PM,,353,Light rain shower,8,152,SSE,1005,1.3,78,77,28,1,10,no,Vellore
26-08-2021,09:16 PM,,143,Haze,7,170,S,1003,0.2,89,75,30,1,,no,Mumbai
26-08-2021,09:16 PM,,143,Mist,7,230,SW,1000,0,79,50,28,1,,no,Delhi
26-08-2021,09:16 PM,,143,Haze,0,0,N,1001,0,94,75,31,1,,no,Kolkata
26-08-2021,09:16 PM,,116,Partly cloudy,,309,NW,1002,0,71,46,36,1,,no,Visakhapatnam
26-08-2021,09:16 PM,,116,Partly cloudy,,237,WSW,1010,0,90,49,18,1,,no,Ooty
26-08-2021,09:16 PM,,143,Haze,,250,WSW,1002,0,70,50,27,1,,no,Jaipur
26-08-2021,09:16 PM,,116,Partly cloudy,,256,WSW,1008,0,90,46,22,1,,no,Mysore
26-08-2021,09:16 PM,,386,"Light Rain With Thunderstorm, Rain With Thunderstorm",,250,WSW,1004,0.1,89,75,27,1,,no,Chennai
26-08-2021,09:16 PM,,143,Mist,,0,N,1005,0.1,89,100,28,1,,no,Mangalore
26-08-2021,09:16 PM,,143,Haze,,270,W,1001,0,74,50,30,1,4,no,Ahmedabad
26-08-2021,09:16 PM,,176,Patchy rain possible,,190,S,1005,0.2,76,89,28,1,9,no,Chittor
26-08-2021,09:17 PM,,143,Haze,,0,N,1004,0,,50,27,1,3,no,Nagpur
27-08-2021,02:45 AM,,122,Overcast,,260,W,1011,3.3,,100,25,1,6,yes,Bangalore
27-08-2021,02:45 AM,,176,Patchy rain possible,,272,W,1004,2.2,,77,27,1,9,yes,Vellore
27-08-2021,02:42 AM,31,143,Haze,,170,S,1005,1,,75,30,1,3,yes,Mumbai
27-08-2021,02:45 AM,31,143,Mist,,250,WSW,1001,0,,,29,1,4,yes,Delhi
27-08-2021,02:45 AM,,143,Mist,,40,NE,1002,0,,,33,6,3,yes,Kolkata
27-08-2021,02:45 AM,31,116,Partly cloudy,,290,WNW,1001,0,,,34,1,10,yes,Visakhapatnam
27-08-2021,02:45 AM,18,176,Patchy rain possible,,245,WSW,1008,0.1,,,18,1,10,yes,Ooty
27-08-2021,02:45 AM,27,143,Haze,17,270,W,1003,0,,,29,1,3,yes,Jaipur
27-08-2021,02:45 AM,23,116,Partly cloudy,11,260,W,1010,0,,,25,1,6,yes,Mysore
27-08-2021,02:45 AM,,143,Mist,6,260,W,1005,0.6,,,30,1,5,yes,Chennai
27-08-2021,02:46 AM,25,143,Mist,0,0,N,1007,1,,75,28,1,2,yes,Mangalore
27-08-2021,02:46 AM,26,143,Mist,13,230,SW,1003,0,,25,,1,3,yes,Ahmedabad
27-08-2021,02:46 AM,26,356,Moderate or heavy rain shower,,334,NNW,1004,3.2,,71,28,1,7,yes,Chittor
27-08-2021,02:46 AM,,143,Haze,,280,W,1006,0,,50,30,1,5,yes,Nagpur
27-08-2021,03:33 AM,,122,Overcast,,250,WSW,1012,0.4,,100,25,5,6,yes,Bangalore
27-08-2021,03:33 AM,,116,Partly cloudy,,306,NW,1005,0,79,24,27,7,10,yes,Vellore
27-08-2021,03:33 AM,,143,Haze,,160,SSE,1005,0.2,84,75,,6,3,yes,Mumbai
27-08-2021,03:33 AM,,143,Haze,,260,W,1002,0,66,25,30,8,4,yes,Delhi
27-08-2021,03:33 AM,,143,Haze,,40,NE,1003,0.1,94,75,36,6,3,yes,Kolkata
27-08-2021,03:34 AM,,116,Partly cloudy,4,266,W,1002,0,68,46,,7,10,yes,Visakhapatnam
27-08-2021,03:34 AM,,116,Partly cloudy,2,262,W,1009,0,89,46,18,5,10,yes,Ooty
